,step,type,Montant,Clt_Origine,AncienSold_Orig,NewSold_Orig,Clt_Destinataire,AncienSold_Dest,NewSold_Dest,Fraude,isFlaggedFraud,type_num,Type_Ori,Type_Des
6039469,482,TRANSFER,37831.15,C1162461767,37831.15,0.0,C1883074444,0.0,0.0,1,0,4,C,C
6039470,482,CASH_OUT,37831.15,C1939829449,37831.15,0.0,C1329996187,918489.62,956320.77,1,0,1,C,C
6039471,482,TRANSFER,24382.08,C561470318,24382.08,0.0,C1565320699,0.0,0.0,1,0,4,C,C
6039472,482,CASH_OUT,24382.08,C805912404,24382.08,0.0,C2095346026,6866.91,31248.99,1,0,1,C,C
6039579,483,TRANSFER,3488355.65,C1713336918,3488355.65,0.0,C1279746199,0.0,0.0,1,0,4,C,C
6039580,483,CASH_OUT,3488355.65,C1658688393,3488355.65,0.0,C2021292359,177670.78,3666026.43,1,0,1,C,C
6039583,483,TRANSFER,7576324.61,C149249593,7576324.61,0.0,C210740885,0.0,0.0,1,0,4,C,C
6039584,483,CASH_OUT,7576324.61,C195861117,7576324.61,0.0,C1350236324,0.0,7576324.61,1,0,1,C,C
6039711,483,TRANSFER,22990.73,C1418432811,22990.73,0.0,C1543578666,0.0,0.0,1,0,4,C,C
6039712,483,CASH_OUT,22990.73,C919319560,22990.73,0.0,C856187523,3279840.64,3302831.37,1,0,1,C,C
6039752,483,TRANSFER,526119.49,C701300416,526119.49,0.0,C2001415186,0.0,0.0,1,0,4,C,C
6039753,483,CASH_OUT,526119.49,C1055498407,526119.49,0.0,C277547037,340510.43,866629.92,1,0,1,C,C
6039790,484,TRANSFER,67692.41,C1373191789,67692.41,0.0,C542398643,0.0,0.0,1,0,4,C,C
6039791,484,CASH_OUT,67692.41,C1608782511,67692.41,0.0,C465350675,25595.6,93288.0,1,0,1,C,C
6039792,484,TRANSFER,156220.74,C1677319859,156220.74,0.0,C581356334,0.0,0.0,1,0,4,C,C
6039793,484,CASH_OUT,156220.74,C389614238,156220.74,0.0,C643171110,0.0,156220.74,1,0,1,C,C
6039794,484,TRANSFER,26654.46,C755286039,26654.46,0.0,C2094079166,0.0,0.0,1,0,4,C,C
6039795,484,CASH_OUT,26654.46,C473772146,26654.46,0.0,C1600956649,1575093.13,1601747.59,1,0,1,C,C
6039796,485,TRANSFER,3351304.78,C1844195426,3351304.78,0.0,C832338176,0.0,0.0,1,0,4,C,C
6039797,485,CASH_OUT,3351304.78,C1558861751,3351304.78,0.0,C939990653,299999.02,3651303.79,1,0,1,C,C
6039798,485,TRANSFER,277485.25,C1505030258,277485.25,0.0,C275418011,0.0,0.0,1,0,4,C,C
6039799,485,CASH_OUT,277485.25,C1606328682,277485.25,0.0,C435666818,0.0,277485.25,1,0,1,C,C
6039800,485,TRANSFER,53107.96,C1398662623,53107.96,0.0,C840864986,0.0,0.0,1,0,4,C,C
6039801,485,CASH_OUT,53107.96,C1568950252,53107.96,0.0,C370224798,9062662.62,9115770.58,1,0,1,C,C
6039802,485,TRANSFER,2755588.11,C600644430,2755588.11,0.0,C1183535106,0.0,0.0,1,0,4,C,C
6039803,485,CASH_OUT,2755588.11,C164780972,2755588.11,0.0,C380842084,2758109.87,5513697.98,1,0,1,C,C
6039804,485,TRANSFER,1425802.24,C899490900,1425802.24,0.0,C1200745570,0.0,0.0,1,0,4,C,C
6039805,485,CASH_OUT,1425802.24,C1247391276,1425802.24,0.0,C2010547624,3978784.16,5404586.4,1,0,1,C,C
6039806,485,TRANSFER,471906.6,C17156930,471906.6,0.0,C1931513332,0.0,0.0,1,0,4,C,C
6039807,485,CASH_OUT,471906.6,C437383157,471906.6,0.0,C943161690,5930.71,477837.3,1,0,1,C,C
6039808,486,TRANSFER,143500.62,C1190315879,143500.62,0.0,C1109288229,0.0,0.0,1,0,4,C,C
6039809,486,CASH_OUT,143500.62,C1105017179,143500.62,0.0,C1386404249,0.0,143500.62,1,0,1,C,C
6039810,486,TRANSFER,4505012.56,C1899244815,4505012.56,0.0,C1848485369,0.0,0.0,1,0,4,C,C
6039811,486,CASH_OUT,4505012.56,C1075946907,4505012.56,0.0,C1978376659,0.0,4505012.56,1,0,1,C,C
6039812,486,TRANSFER,1290619.25,C1298336422,1290619.25,0.0,C66079679,0.0,0.0,1,0,4,C,C
6039813,486,CASH_OUT,1290619.25,C790188952,1290619.25,0.0,C472356199,0.0,1290619.25,1,0,1,C,C
6039814,486,TRANSFER,214793.32,C2140495649,214793.32,0.0,C423543548,0.0,0.0,1,0,4,C,C
6039815,486,CASH_OUT,214793.32,C852832309,214793.32,0.0,C781959592,0.0,214793.32,1,0,1,C,C
6040021,487,TRANSFER,609400.88,C1295000556,609400.88,0.0,C1061559557,0.0,0.0,1,0,4,C,C
6040022,487,CASH_OUT,609400.88,C1997658145,609400.88,0.0,C688618982,1620065.35,2229466.23,1,0,1,C,C
6040170,487,TRANSFER,1610110.66,C56372848,1610110.66,0.0,C583505603,0.0,0.0,1,0,4,C,C
6040171,487,CASH_OUT,1610110.66,C626221636,1610110.66,0.0,C1866292696,17821.53,1627932.2,1,0,1,C,C
6040209,487,TRANSFER,321307.31,C509024717,321307.31,0.0,C136074678,0.0,0.0,1,0,4,C,C
6040210,487,CASH_OUT,321307.31,C28062325,321307.31,0.0,C2067322767,716857.2,1038164.5,1,0,1,C,C
6040261,487,TRANSFER,1205760.86,C1553540945,1205760.86,0.0,C758612821,0.0,0.0,1,0,4,C,C
6040262,487,CASH_OUT,1205760.86,C408988375,1205760.86,0.0,C131871009,8682013.45,9887774.3,1,0,1,C,C
6040335,487,TRANSFER,882637.83,C467131548,882637.83,0.0,C170544554,0.0,0.0,1,0,4,C,C
6040336,487,CASH_OUT,882637.83,C1094519972,882637.83,0.0,C1202883151,6493.14,889130.97,1,0,1,C,C
6040485,487,TRANSFER,367980.99,C1573491047,367980.99,0.0,C1416004532,0.0,0.0,1,0,4,C,C
6040486,487,CASH_OUT,367980.99,C556184876,367980.99,0.0,C1449793778,38222.61,406203.6,1,0,1,C,C
6040702,487,TRANSFER,1035401.2,C863742411,1035401.2,0.0,C1644420879,0.0,0.0,1,0,4,C,C
6040703,487,CASH_OUT,1035401.2,C1689112462,1035401.2,0.0,C353554883,4906677.4,5942078.6,1,0,1,C,C
6040728,488,TRANSFER,50279.4,C260298539,50279.4,0.0,C1861429530,0.0,0.0,1,0,4,C,C
6040729,488,CASH_OUT,50279.4,C732624402,50279.4,0.0,C1786899731,1108375.76,1158655.16,1,0,1,C,C
6040730,488,TRANSFER,27696.89,C928616706,27696.89,0.0,C911339546,0.0,0.0,1,0,4,C,C
6040731,488,CASH_OUT,27696.89,C1714051510,27696.89,0.0,C502023164,352139.13,379836.02,1,0,1,C,C
6040732,488,TRANSFER,326052.83,C726617458,326052.83,0.0,C1996615895,0.0,0.0,1,0,4,C,C
6040733,488,CASH_OUT,326052.83,C1348697498,326052.83,0.0,C499332323,0.0,326052.83,1,0,1,C,C
6040734,488,TRANSFER,5363795.31,C46940943,5363795.31,0.0,C1142866922,0.0,0.0,1,0,4,C,C
6040735,488,CASH_OUT,5363795.31,C1085308330,5363795.31,0.0,C403495240,33769.18,5397564.49,1,0,1,C,C
6040736,489,TRANSFER,101081.12,C289774611,101081.12,0.0,C359505480,0.0,0.0,1,0,4,C,C
6040737,489,CASH_OUT,101081.12,C1510063116,101081.12,0.0,C772067797,1031759.71,1132840.83,1,0,1,C,C
6040738,489,TRANSFER,934314.89,C984959096,934314.89,0.0,C134109335,0.0,0.0,1,0,4,C,C
6040739,489,CASH_OUT,934314.89,C2041261993,934314.89,0.0,C174559228,0.0,934314.89,1,0,1,C,C
6040740,489,TRANSFER,7515624.63,C1144230283,7515624.63,0.0,C1501063702,0.0,0.0,1,0,4,C,C
6040741,489,CASH_OUT,7515624.63,C319141085,7515624.63,0.0,C1942668370,0.0,7515624.63,1,0,1,C,C
6040742,489,TRANSFER,107128.17,C65259597,107128.17,0.0,C355360625,0.0,0.0,1,0,4,C,C
6040743,489,CASH_OUT,107128.17,C596998655,107128.17,0.0,C1550443264,29150.7,136278.86,1,0,1,C,C
6040744,489,TRANSFER,177925.98,C2071075791,177925.98,0.0,C2019441541,0.0,0.0,1,0,4,C,C
6040745,489,CASH_OUT,177925.98,C1173355296,177925.98,0.0,C265276524,70857.67,248783.65,1,0,1,C,C
6040746,489,TRANSFER,1189986.88,C1481892464,1189986.88,0.0,C1868266376,0.0,0.0,1,0,4,C,C
6040747,489,CASH_OUT,1189986.88,C1342251524,1189986.88,0.0,C322342819,0.0,1189986.88,1,0,1,C,C
6040748,489,TRANSFER,4241.44,C1002895272,4241.44,0.0,C2080434931,0.0,0.0,1,0,4,C,C
6040749,489,CASH_OUT,4241.44,C21638411,4241.44,0.0,C1781045188,256363.03,260604.47,1,0,1,C,C
6042066,490,TRANSFER,1048388.34,C996566642,1048388.34,0.0,C1200267069,0.0,0.0,1,0,4,C,C
6042067,490,CASH_OUT,1048388.34,C1366299519,1048388.34,0.0,C1848657199,0.0,1048388.34,1,0,1,C,C
6042216,490,TRANSFER,1927403.83,C48098605,1927403.83,0.0,C1547394308,0.0,0.0,1,0,4,C,C
6042217,490,CASH_OUT,1927403.83,C630013429,1927403.83,0.0,C1658435128,0.0,1927403.83,1,0,1,C,C
6042576,490,TRANSFER,422648.87,C404384076,422648.87,0.0,C1947044006,0.0,0.0,1,0,4,C,C
6042577,490,CASH_OUT,422648.87,C1886113938,422648.87,0.0,C861197285,0.0,422648.87,1,0,1,C,C
6042610,490,TRANSFER,3641525.7,C2071106864,3641525.7,0.0,C548881736,0.0,0.0,1,0,4,C,C
6042611,490,CASH_OUT,3641525.7,C520336445,3641525.7,0.0,C1651162496,599102.39,4240628.09,1,0,1,C,C
6042683,490,TRANSFER,1106295.77,C923004972,1106295.77,0.0,C243729608,0.0,0.0,1,0,4,C,C
6042684,490,CASH_OUT,1106295.77,C463684846,1106295.77,0.0,C872339657,20017.88,1126313.65,1,0,1,C,C
6044570,491,TRANSFER,449199.47,C542986012,449199.47,0.0,C628613220,0.0,0.0,1,0,4,C,C
6044571,491,CASH_OUT,449199.47,C1192213620,449199.47,0.0,C70209751,224957.93,674157.4,1,0,1,C,C
6044572,491,TRANSFER,1265033.25,C816802649,1265033.25,0.0,C1270749460,0.0,0.0,1,0,4,C,C
6044573,491,CASH_OUT,1265033.25,C994518144,1265033.25,0.0,C469694911,68292.18,1333325.43,1,0,1,C,C
6044574,491,TRANSFER,1122827.94,C1898490203,1122827.94,0.0,C228352671,0.0,0.0,1,0,4,C,C
6044575,491,CASH_OUT,1122827.94,C1274959638,1122827.94,0.0,C870195127,257056.52,1379884.46,1,0,1,C,C
6044576,491,TRANSFER,580387.06,C12585107,580387.06,0.0,C1287650869,0.0,0.0,1,0,4,C,C
6044577,491,CASH_OUT,580387.06,C44130095,580387.06,0.0,C836633488,1624593.89,2204980.95,1,0,1,C,C
6044578,491,TRANSFER,1381513.27,C946427395,1381513.27,0.0,C922180689,0.0,0.0,1,0,4,C,C
6044579,491,CASH_OUT,1381513.27,C489467109,1381513.27,0.0,C1464476266,528616.61,1910129.88,1,0,1,C,C
6044580,491,TRANSFER,25616.71,C1069177491,25616.71,0.0,C131895413,0.0,0.0,1,0,4,C,C
6044581,491,CASH_OUT,25616.71,C194800493,25616.71,0.0,C830552686,3380917.08,3406533.8,1,0,1,C,C
6045012,492,TRANSFER,2985840.4,C1911667833,2985840.4,0.0,C423310949,0.0,0.0,1,0,4,C,C
6045013,492,CASH_OUT,2985840.4,C738609409,2985840.4,0.0,C1728230521,386985.85,3372826.25,1,0,1,C,C
6046088,492,TRANSFER,1059682.92,C937734682,1059682.92,0.0,C122818160,0.0,0.0,1,0,4,C,C
6046089,492,CASH_OUT,1059682.92,C1400717591,1059682.92,0.0,C231455368,102876.2,1162559.12,1,0,1,C,C
6048630,492,TRANSFER,162192.78,C2111179588,162192.78,0.0,C581054448,0.0,0.0,1,0,4,C,C
6048631,492,CASH_OUT,162192.78,C1133500128,162192.78,0.0,C1665056886,0.0,162192.78,1,0,1,C,C
6049706,493,TRANSFER,1214511.61,C1579869749,1214511.61,0.0,C1291615113,0.0,0.0,1,0,4,C,C
6049707,493,CASH_OUT,1214511.61,C1966863341,1214511.61,0.0,C570490831,0.0,1214511.61,1,0,1,C,C
6049784,493,TRANSFER,144452.14,C1141104763,144452.14,0.0,C1209725124,0.0,0.0,1,0,4,C,C
6049785,493,CASH_OUT,144452.14,C1064034527,144452.14,0.0,C1937398960,223043.46,367495.6,1,0,1,C,C
6050495,493,TRANSFER,567729.52,C317779855,567729.52,0.0,C1088161711,0.0,0.0,1,0,4,C,C
6050496,493,CASH_OUT,567729.52,C1127265876,567729.52,0.0,C661987351,365798.0,933527.51,1,0,1,C,C
6050772,493,TRANSFER,605108.36,C1640703547,605108.36,0.0,C2025320594,0.0,0.0,1,0,4,C,C
6050773,493,CASH_OUT,605108.36,C258213312,605108.36,0.0,C1204527929,893880.11,1498988.47,1,0,1,C,C
6051520,494,TRANSFER,7078157.11,C973279667,7078157.11,0.0,C2055520993,0.0,0.0,1,0,4,C,C
6051521,494,CASH_OUT,7078157.11,C151517061,7078157.11,0.0,C51144678,6398391.47,13476548.58,1,0,1,C,C
6051522,494,TRANSFER,503620.99,C1267328802,503620.99,0.0,C593181726,0.0,0.0,1,0,4,C,C
6051523,494,CASH_OUT,503620.99,C755656980,503620.99,0.0,C432121402,0.0,503620.99,1,0,1,C,C
6051524,494,TRANSFER,3642569.29,C964891508,3642569.29,0.0,C262568847,0.0,0.0,1,0,4,C,C
6051525,494,CASH_OUT,3642569.29,C1013288403,3642569.29,0.0,C581415324,1907850.52,5550419.81,1,0,1,C,C
6051526,494,TRANSFER,103909.1,C1648943042,103909.1,0.0,C1134805695,0.0,0.0,1,0,4,C,C
6051527,494,CASH_OUT,103909.1,C488038887,103909.1,0.0,C862778283,0.0,103909.1,1,0,1,C,C
6052197,495,TRANSFER,255286.59,C1033789899,255286.59,0.0,C361594462,0.0,0.0,1,0,4,C,C
6052198,495,CASH_OUT,255286.59,C1873655308,255286.59,0.0,C445308859,0.0,255286.59,1,0,1,C,C
6052331,495,TRANSFER,987470.17,C1055011986,987470.17,0.0,C182489820,0.0,0.0,1,0,4,C,C
6052332,495,CASH_OUT,987470.17,C1138417563,987470.17,0.0,C1647906907,0.0,987470.17,1,0,1,C,C
6052701,495,TRANSFER,1248344.84,C1311695181,1248344.84,0.0,C603927604,0.0,0.0,1,0,4,C,C
6052702,495,CASH_OUT,1248344.84,C1069559758,1248344.84,0.0,C1931212575,0.0,1248344.84,1,0,1,C,C
6053047,495,TRANSFER,1301090.39,C1386844753,1301090.39,0.0,C808323881,0.0,0.0,1,0,4,C,C
6053048,495,CASH_OUT,1301090.39,C1072584456,1301090.39,0.0,C672563653,3049015.55,4350105.94,1,0,1,C,C
6053152,495,TRANSFER,58737.53,C185461868,58737.53,0.0,C91345740,0.0,0.0,1,0,4,C,C
6053153,495,CASH_OUT,58737.53,C517543393,58737.53,0.0,C1684807831,887496.11,946233.64,1,0,1,C,C
6053154,495,TRANSFER,197943.1,C1143038776,197943.1,0.0,C742185953,0.0,0.0,1,0,4,C,C
6053155,495,CASH_OUT,197943.1,C1439806480,197943.1,0.0,C1102600880,0.0,197943.1,1,0,1,C,C
6053281,495,TRANSFER,296940.32,C136928681,296940.32,0.0,C689814483,0.0,0.0,1,0,4,C,C
6053282,495,CASH_OUT,296940.32,C1122268687,296940.32,0.0,C349781301,1278235.25,1575175.57,1,0,1,C,C
6054551,495,TRANSFER,797710.8,C900480774,797710.8,0.0,C667043624,0.0,0.0,1,0,4,C,C
6054552,495,CASH_OUT,797710.8,C853913532,797710.8,0.0,C721674315,49988.57,847699.37,1,0,1,C,C
6055044,496,TRANSFER,174725.11,C698568387,174725.11,0.0,C137059515,0.0,0.0,1,0,4,C,C
6055045,496,CASH_OUT,174725.11,C1679215077,174725.11,0.0,C2091877200,4415446.47,4590171.58,1,0,1,C,C
6055134,496,TRANSFER,766151.45,C2014325113,766151.45,0.0,C432435900,0.0,0.0,1,0,4,C,C
6055135,496,CASH_OUT,766151.45,C146839469,766151.45,0.0,C550372434,0.0,766151.45,1,0,1,C,C
6055413,496,TRANSFER,30171.95,C1936176559,30171.95,0.0,C892298445,0.0,0.0,1,0,4,C,C
6055414,496,CASH_OUT,30171.95,C2114580288,30171.95,0.0,C643578860,3334845.4,3365017.36,1,0,1,C,C
6055657,497,TRANSFER,2123610.45,C1534934111,2123610.45,0.0,C1232151858,0.0,0.0,1,0,4,C,C
6055658,497,CASH_OUT,2123610.45,C1062431728,2123610.45,0.0,C1354064635,1234419.45,3358029.9,1,0,1,C,C
6055659,497,TRANSFER,1939519.45,C673357794,1939519.45,0.0,C497497385,0.0,0.0,1,0,4,C,C
6055660,497,CASH_OUT,1939519.45,C1454351572,1939519.45,0.0,C93303375,38036.62,1977556.07,1,0,1,C,C
6055661,497,TRANSFER,1416055.74,C1046272255,1416055.74,0.0,C1677911450,0.0,0.0,1,0,4,C,C
6055662,497,CASH_OUT,1416055.74,C2115602581,1416055.74,0.0,C1565972600,4392650.62,5808706.35,1,0,1,C,C
6055663,497,TRANSFER,10000000.0,C557530807,13695429.98,3695429.98,C1466553904,0.0,0.0,1,0,4,C,C
6055664,497,CASH_OUT,10000000.0,C25889412,10000000.0,0.0,C1671906752,714460.87,10714460.87,1,0,1,C,C
6055665,497,TRANSFER,3695429.98,C1497936234,3695429.98,0.0,C305200409,0.0,0.0,1,0,4,C,C
6055666,497,CASH_OUT,3695429.98,C1797769206,3695429.98,0.0,C676671018,223917.78,3919347.75,1,0,1,C,C
6055667,497,TRANSFER,462441.03,C328303267,462441.03,0.0,C1304018729,0.0,0.0,1,0,4,C,C
6055668,497,CASH_OUT,462441.03,C1243051391,462441.03,0.0,C654276349,94616.19,557057.21,1,0,1,C,C
6055669,497,TRANSFER,1177100.83,C1455972022,1177100.83,0.0,C811273575,0.0,0.0,1,0,4,C,C
6055670,497,CASH_OUT,1177100.83,C59063278,1177100.83,0.0,C2038304513,0.0,1177100.83,1,0,1,C,C
6055671,497,TRANSFER,918087.96,C480126375,918087.96,0.0,C1995515228,0.0,0.0,1,0,4,C,C
6055672,497,CASH_OUT,918087.96,C1842546630,918087.96,0.0,C1559008731,322224.88,1240312.84,1,0,1,C,C
6055673,497,TRANSFER,224570.45,C2046482724,224570.45,0.0,C2067556284,0.0,0.0,1,0,4,C,C
6055674,497,CASH_OUT,224570.45,C1401604030,224570.45,0.0,C1193568854,7449938.25,7674508.7,1,0,1,C,C
6055675,497,TRANSFER,141586.27,C1045717877,141586.27,0.0,C2003987697,0.0,0.0,1,0,4,C,C
6055676,497,CASH_OUT,141586.27,C1263320654,141586.27,0.0,C135650185,0.0,141586.27,1,0,1,C,C
6055677,498,TRANSFER,95064.86,C1691381242,95064.86,0.0,C2147250733,0.0,0.0,1,0,4,C,C
6055678,498,CASH_OUT,95064.86,C1633870313,95064.86,0.0,C623604516,261235.49,356300.35,1,0,1,C,C
6055679,498,TRANSFER,142791.28,C2091936123,142791.28,0.0,C843542552,0.0,0.0,1,0,4,C,C
6055680,498,CASH_OUT,142791.28,C1386219117,142791.28,0.0,C1444718945,724053.13,866844.41,1,0,1,C,C
6055681,498,TRANSFER,1028515.56,C905449086,1028515.56,0.0,C1254399120,0.0,0.0,1,0,4,C,C
6055682,498,CASH_OUT,1028515.56,C1139006593,1028515.56,0.0,C116028327,0.0,1028515.56,1,0,1,C,C
6055683,498,TRANSFER,207261.07,C1013419575,207261.07,0.0,C1389517539,0.0,0.0,1,0,4,C,C
6055684,498,CASH_OUT,207261.07,C1856398520,207261.07,0.0,C1898820013,48221.7,255482.77,1,0,1,C,C
6055685,498,TRANSFER,10000000.0,C1764331146,19593838.63,9593838.63,C458755308,0.0,0.0,1,0,4,C,C
6055686,498,CASH_OUT,10000000.0,C1016892734,10000000.0,0.0,C634337503,302854.73,10302854.73,1,0,1,C,C
6055687,498,TRANSFER,9593838.63,C1050497545,9593838.63,0.0,C457890781,0.0,0.0,1,0,4,C,C
6055688,498,CASH_OUT,9593838.63,C1463520187,9593838.63,0.0,C1508969508,0.0,9593838.63,1,0,1,C,C
6055689,499,TRANSFER,558136.45,C1925386760,558136.45,0.0,C1909453139,0.0,0.0,1,0,4,C,C
6055690,499,CASH_OUT,558136.45,C711889939,558136.45,0.0,C1052521330,82549.61,640686.06,1,0,1,C,C
6055691,499,TRANSFER,488243.65,C2117568077,488243.65,0.0,C1238599279,0.0,0.0,1,0,4,C,C
6055692,499,CASH_OUT,488243.65,C1968880739,488243.65,0.0,C897542866,0.0,488243.65,1,0,1,C,C
6055693,499,TRANSFER,705529.08,C226825556,705529.08,0.0,C526627730,0.0,0.0,1,0,4,C,C
6055694,499,CASH_OUT,705529.08,C722954269,705529.08,0.0,C1084850642,41951.21,747480.29,1,0,1,C,C
6055695,499,TRANSFER,116530.2,C427871642,116530.2,0.0,C590191709,0.0,0.0,1,0,4,C,C
6055696,499,CASH_OUT,116530.2,C1873019648,116530.2,0.0,C636323541,1608702.22,1725232.42,1,0,1,C,C
6055697,499,TRANSFER,43308.07,C1244562453,43308.07,0.0,C1559662408,0.0,0.0,1,0,4,C,C
6055698,499,CASH_OUT,43308.07,C1516853965,43308.07,0.0,C678670921,289285.73,332593.8,1,0,1,C,C
6057729,500,TRANSFER,930970.44,C676595441,930970.44,0.0,C1168246841,0.0,0.0,1,0,4,C,C
6057730,500,CASH_OUT,930970.44,C1061051753,930970.44,0.0,C1461294954,0.0,930970.44,1,0,1,C,C
6060437,500,TRANSFER,21832.43,C2086908548,21832.43,0.0,C418623592,0.0,0.0,1,0,4,C,C
6060438,500,CASH_OUT,21832.43,C1802633720,21832.43,0.0,C1187210067,36801.19,58633.62,1,0,1,C,C
6061807,501,TRANSFER,705647.68,C2091895045,705647.68,0.0,C1852963634,0.0,0.0,1,0,4,C,C
6061808,501,CASH_OUT,705647.68,C197049364,705647.68,0.0,C523103800,0.0,705647.68,1,0,1,C,C
6061809,501,TRANSFER,1254775.16,C22591109,1254775.16,0.0,C1801693441,0.0,0.0,1,0,4,C,C
6061810,501,CASH_OUT,1254775.16,C250375030,1254775.16,0.0,C826954839,105384.01,1360159.18,1,0,1,C,C
6061811,501,TRANSFER,824841.09,C201944143,824841.09,0.0,C167433721,0.0,0.0,1,0,4,C,C
6061812,501,CASH_OUT,824841.09,C1923690438,824841.09,0.0,C143683095,629645.26,1454486.34,1,0,1,C,C
6061813,501,TRANSFER,1318024.48,C29170093,1318024.48,0.0,C914441096,0.0,0.0,1,0,4,C,C
6061814,501,CASH_OUT,1318024.48,C1034418491,1318024.48,0.0,C2100824966,544.32,1318568.8,1,0,1,C,C
6061815,501,TRANSFER,772379.36,C1812075808,772379.36,0.0,C656119442,0.0,0.0,1,0,4,C,C
6061816,501,CASH_OUT,772379.36,C533533320,772379.36,0.0,C1635587214,501817.89,1274197.25,1,0,1,C,C
6061817,501,TRANSFER,6183238.55,C1985220781,6183238.55,0.0,C1058239852,0.0,0.0,1,0,4,C,C
6061818,501,CASH_OUT,6183238.55,C1949843837,6183238.55,0.0,C392599315,1289583.48,7472822.03,1,0,1,C,C
6061819,501,TRANSFER,9301213.46,C149938639,9301213.46,0.0,C1918368485,0.0,0.0,1,0,4,C,C
6061820,501,CASH_OUT,9301213.46,C2143419144,9301213.46,0.0,C754497050,277228.74,9578442.2,1,0,1,C,C
6061821,501,TRANSFER,472808.24,C692473125,472808.24,0.0,C695203021,0.0,0.0,1,0,4,C,C
6061822,501,CASH_OUT,472808.24,C524534489,472808.24,0.0,C1625163928,0.0,472808.24,1,0,1,C,C
6061823,501,TRANSFER,185391.82,C1750444391,185391.82,0.0,C854032336,0.0,0.0,1,0,4,C,C
6061824,501,CASH_OUT,185391.82,C414975710,185391.82,0.0,C1058395716,0.0,185391.82,1,0,1,C,C
6061825,501,TRANSFER,10000000.0,C50880393,18020192.15,8020192.15,C590550775,0.0,0.0,1,0,4,C,C
6061826,501,CASH_OUT,10000000.0,C47972411,10000000.0,0.0,C2059078386,11656587.57,21656587.57,1,0,1,C,C
6061827,501,TRANSFER,8020192.15,C1191681942,8020192.15,0.0,C916997353,0.0,0.0,1,0,4,C,C
6061828,501,CASH_OUT,8020192.15,C1073081182,8020192.15,0.0,C797209152,2435.09,8022627.23,1,0,1,C,C
6061829,501,TRANSFER,73328.47,C2118127422,73328.47,0.0,C1915328569,0.0,0.0,1,0,4,C,C
6061830,501,CASH_OUT,73328.47,C486475029,73328.47,0.0,C710448547,121670.8,194999.27,1,0,1,C,C
6061831,501,TRANSFER,161024.8,C1736430131,161024.8,0.0,C735378190,0.0,0.0,1,0,4,C,C
6061832,501,CASH_OUT,161024.8,C2000710297,161024.8,0.0,C1602054456,570881.26,731906.06,1,0,1,C,C
6061833,501,TRANSFER,534470.98,C151499440,534470.98,0.0,C870411715,0.0,0.0,1,0,4,C,C
6061834,501,CASH_OUT,534470.98,C1832180008,534470.98,0.0,C1558734299,741.07,535212.06,1,0,1,C,C
6061883,502,TRANSFER,73051.02,C538641339,73051.02,0.0,C1444289566,0.0,0.0,1,0,4,C,C
6061884,502,CASH_OUT,73051.02,C257009232,73051.02,0.0,C2051261530,6049.33,79100.35,1,0,1,C,C
6061939,502,TRANSFER,613020.85,C64369214,613020.85,0.0,C189270859,0.0,0.0,1,0,4,C,C
6061940,502,CASH_OUT,613020.85,C1744558124,613020.85,0.0,C1412203774,940884.76,1553905.61,1,0,1,C,C
6062097,502,TRANSFER,66066.73,C1980530073,66066.73,0.0,C1685608858,0.0,0.0,1,0,4,C,C
6062098,502,CASH_OUT,66066.73,C1566921402,66066.73,0.0,C1640218672,0.0,66066.73,1,0,1,C,C
6062100,502,TRANSFER,1673066.07,C1619207700,1673066.07,0.0,C1332058815,0.0,0.0,1,0,4,C,C
6062101,502,CASH_OUT,1673066.07,C386160700,1673066.07,0.0,C1099214627,3680384.06,5353450.13,1,0,1,C,C
6062114,502,TRANSFER,4758180.79,C1927843897,4758180.79,0.0,C1253561836,0.0,0.0,1,0,4,C,C
6062115,502,CASH_OUT,4758180.79,C1958197086,4758180.79,0.0,C350442116,0.0,4758180.79,1,0,1,C,C
6062144,502,TRANSFER,669536.75,C1679714245,669536.75,0.0,C45579719,0.0,0.0,1,0,4,C,C
6062145,502,CASH_OUT,669536.75,C776030932,669536.75,0.0,C407092830,178669.97,848206.72,1,0,1,C,C
6062201,503,TRANSFER,993088.06,C1645429111,993088.06,0.0,C1386808946,0.0,0.0,1,0,4,C,C
6062202,503,CASH_OUT,993088.06,C1414793795,993088.06,0.0,C1137450827,244746.61,1237834.66,1,0,1,C,C
6062837,503,TRANSFER,861189.54,C1336518891,861189.54,0.0,C1940750830,0.0,0.0,1,0,4,C,C
6062838,503,CASH_OUT,861189.54,C1637109620,861189.54,0.0,C1172208987,0.0,861189.54,1,0,1,C,C
6063554,503,TRANSFER,56290.17,C873811972,56290.17,0.0,C1296531770,0.0,0.0,1,0,4,C,C
6063555,503,CASH_OUT,56290.17,C1206601325,56290.17,0.0,C1160408555,10484036.58,10540326.75,1,0,1,C,C
6063832,503,TRANSFER,251683.05,C1112029444,251683.05,0.0,C1819822165,0.0,0.0,1,0,4,C,C
6063833,503,CASH_OUT,251683.05,C1957817562,251683.05,0.0,C1713552362,0.0,251683.05,1,0,1,C,C
6063981,503,TRANSFER,854065.31,C578374752,854065.31,0.0,C1508064575,0.0,0.0,1,0,4,C,C
6063982,503,CASH_OUT,854065.31,C1383859392,854065.31,0.0,C431850862,80062.21,934127.52,1,0,1,C,C
6064026,504,TRANSFER,262678.53,C678590002,262678.53,0.0,C1721123505,0.0,0.0,1,0,4,C,C
